2.2267 2.7942 1
-3.5423 -3.2493 1
3.7532 3.1281 1
-4.3787 0.0012 1
-2.3134 -2.3271 1
-1.1207 -2.8361 1
-2.2936 -6.6091 1
-1.0292 4.0046 1
-2.8583 -3.1758 1
1.4776 3.5814 1
-5.2804 -1.4279 1
-3.5197 -1.9373 1
-1.8301 3.2072 1
-2.9120 -6.5060 1
3.1769 2.6044 1
-4.1790 -2.9543 1
1.8638 4.5610 1
-1.1296 1.9048 1
-2.8838 -1.4203 1
-0.8526 -6.3212 1
-5.3364 -4.6607 1
5.1396 4.3929 1
-1.6815 -6.5302 1
6.1606 2.1735 1
-2.8646 -1.5200 1
6.1965 0.5801 1
-2.2954 -6.3839 1
-0.2054 -4.5039 1
-1.2200 -2.5004 1
1.7617 -4.6869 1
1.1574 -6.4949 1
-2.8092 3.7146 1
-4.2100 -2.5840 1
4.0478 3.7487 1
3.6980 4.7747 1
2.2155 2.8314 1
3.0912 5.2282 1
-1.2464 -4.3994 1
3.7931 1.7559 1
7.8614 0.0679 1
-2.9332 -5.1627 1
2.8504 1.8357 1
-1.3892 2.3828 1
1.3775 2.2051 1
0.2183 3.9000 1
4.0874 2.5747 1
2.0718 2.0593 1
-2.1783 -5.4874 1
-0.6961 3.2836 1
6.0889 2.2499 1
-1.5769 -5.3123 1
-0.2388 -6.4544 1
-2.4016 -0.5822 1
-3.9711 -2.3299 1
-1.4753 -6.6636 1
0.1337 -7.0416 1
4.1222 2.2492 1
-1.6217 -5.7004 1
-2.5557 -5.1960 1
-3.4240 -5.6981 1
1.1216 4.3014 1
-1.9221 -0.2673 1
-4.4514 0.9767 1
-1.6518 -1.8180 1
-3.4535 0.4190 1
-1.7310 1.1563 1
-0.5825 0.3677 1
-0.5847 -4.8475 1
-2.6408 1.7342 1
8.3601 0.6419 1
-3.4253 -2.0528 1
1.3390 4.1806 1
-1.6163 3.7217 1
-0.8900 -0.2571 1
-5.6272 1.5672 1
-4.8190 -0.2496 1
5.4278 2.7232 1
-4.4645 -0.5766 1
-4.8034 -0.2307 1
0.9659 1.3662 1
-1.6214 -5.6005 1
-1.9135 -6.7643 1
-0.9774 4.0965 1
4.7591 1.2749 1
-0.7784 0.1824 1
-3.3574 -3.2085 1
-4.9153 -0.0025 1
-1.7198 -5.0720 1
5.6159 2.4328 1
3.7841 4.5865 1
-5.4751 -2.3567 1
-1.4737 3.0712 1
-2.7605 1.2532 1
0.7719 2.3093 1
-1.5305 -5.8495 1
1.3336 3.9282 1
-1.6279 2.4384 1
0.6615 2.8379 1
5.4590 -0.9150 1
-1.8518 0.8302 1
1.2772 3.7173 1
-2.6614 -1.1909 1
4.1201 3.7046 1
-3.7664 -2.6744 1
1.1274 3.4122 1
-3.4332 -5.2803 1
-3.6017 -4.2870 1
-2.6284 1.5486 1
-0.8211 -4.0273 1
-4.0244 -2.2396 1
0.8892 1.7355 1
-2.7183 3.0778 1
-2.5046 2.4029 1
4.9710 2.7242 1
6.8011 2.7814 1
0.2263 -4.9392 1
-3.1113 -5.4900 1
-1.4337 7.6090 1
1.7818 4.5225 1
-2.2311 -4.0107 1
-0.4593 -6.0207 1
5.6059 1.0512 1
2.9137 2.3268 1
-3.8972 -1.1055 1
2.9524 4.7750 1
5.7754 3.5935 1
-0.0872 -6.1203 1
-2.0893 -6.9000 1
9.5111 -0.1443 1
-1.3079 2.4694 1
1.7085 3.4041 1
-3.8974 1.3134 1
-3.3309 0.0655 1
-2.4841 -4.2389 1
3.5179 1.3825 1
-2.8940 -4.5182 1
-2.0609 0.7241 1
4.8398 -0.1419 1
-1.5711 -6.6949 1
6.2047 0.4666 1
0.5859 2.5515 1
-1.9237 -4.6319 1
-0.9439 0.0960 1
-1.9629 -7.7371 1
-0.2263 0.0297 1
-6.7728 -1.6211 1
-4.1480 -3.9299 1
7.4295 1.3570 1
-2.7871 -4.1662 1
-2.9294 -6.0045 1
5.5032 -0.5372 1
0.2454 1.4835 1
